target_id,target,pos,substitute,gold_score,label,is_single_word,substitute_length
t:7f1d26dea59df9f9cbf34e416ff89ede8e0f9aea,total,NOUN,result,0.0,0,1,6
t:7f1d26dea59df9f9cbf34e416ff89ede8e0f9aea,total,NOUN,allotment,0.0,0,1,9
t:7f1d26dea59df9f9cbf34e416ff89ede8e0f9aea,total,NOUN,quantity,0.0,0,1,8
t:7f1d26dea59df9f9cbf34e416ff89ede8e0f9aea,total,NOUN,budget,0.0,0,1,6
t:7f1d26dea59df9f9cbf34e416ff89ede8e0f9aea,total,NOUN,mass,0.0,0,1,4
t:7f1d26dea59df9f9cbf34e416ff89ede8e0f9aea,total,NOUN,the works,0.0,0,0,9
t:7f1d26dea59df9f9cbf34e416ff89ede8e0f9aea,total,NOUN,gross,0.6,1,1,5
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,estimate,0.1,0,1,8
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,feel,0.4,0,1,4
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,determine,0.2,0,1,9
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,appraise,0.1,0,1,8
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,anticipate,0.3,0,1,10
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,resolve,0.0,0,1,7
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,presume,0.6,1,1,7
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,regard,0.0,0,1,6
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,realize,0.0,0,1,7
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,reminisce,0.0,0,1,9
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,study,0.0,0,1,5
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,sort out,0.1,0,0,8
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,reflect,0.3,0,1,7
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,hold,0.0,0,1,4
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,weigh,0.0,0,1,5
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,expect,0.2,0,1,6
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,meditate,0.0,0,1,8
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,take,0.0,0,1,4
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,image,0.0,0,1,5
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,conclude,0.5,1,1,8
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,fancy,0.2,0,1,5
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,recall,0.0,0,1,6
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,visualize,0.0,0,1,9
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,deduce,0.0,0,1,6
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,comprehend,0.0,0,1,10
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,ponder,0.2,0,1,6
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,contemplate,0.1,0,1,11
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,take under consideration,0.0,0,0,24
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,appreciate,0.0,0,1,10
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,analyze,0.0,0,1,7
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,muse,0.0,0,1,4
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,vision,0.0,0,1,6
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,surmise,0.3,0,1,7
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,rationalize,0.0,0,1,11
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,consider,0.2,0,1,8
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,be convinced,0.0,0,0,12
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,gather,0.3,0,1,6
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,imagine,0.4,0,1,7
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,assume,0.1,0,1,6
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,discern,0.1,0,1,7
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,suggest,0.4,0,1,7
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,reason,0.2,0,1,6
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,conceive,0.1,0,1,8
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,judge,0.0,0,1,5
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,evaluate,0.0,0,1,8
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,see,0.2,0,1,3
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,plan for,0.0,0,0,8
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,stop to consider,0.2,0,0,16
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,ideate,0.0,0,1,6
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,speculate,0.5,1,1,9
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,examine,0.0,0,1,7
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,suppose,0.8,1,1,7
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,esteem,0.0,0,1,6
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,stew,0.1,0,1,4
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,guess,0.2,0,1,5
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,intellectualize,0.2,0,1,15
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,project,0.1,0,1,7
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,suspect,0.5,1,1,7
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,figure out,0.0,0,0,10
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,revolve,0.0,0,1,7
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,understand,0.3,0,1,10
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,ruminate,0.0,0,1,8
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,deliberate,0.0,0,1,10
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,turn over,0.0,0,0,9
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,envision,0.2,0,1,8
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,have in mind,0.9,1,0,12
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,sense,0.1,0,1,5
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,credit,0.0,0,1,6
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,envisage,0.0,0,1,8
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,mull over,0.0,0,0,9
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,reckon,0.6,1,1,6
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,foresee,0.3,0,1,7
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,deem,0.3,0,1,4
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,brood,0.0,0,1,5
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,cogitate,0.0,0,1,8
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,infer,0.0,0,1,5
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,feature,0.0,0,1,7
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,logicalize,0.0,0,1,10
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,mull,0.0,0,1,4
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,factor,0.0,0,1,6
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,recollect,0.0,0,1,9
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,want,0.2,0,1,4
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,cerebrate,0.0,0,1,9
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,believe,0.4,0,1,7
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,rack ones brains,0.0,0,0,16
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,remember call to,0.0,0,0,16
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,use ones head,0.2,0,0,13
t:5684fc76e123016342f1647ce55dd13f80cfc178,think,VERB,mind,0.0,0,1,4
t:5be0dc35cf02ea1198104fa42f5bc0262768a833,okay,ADJ,swell,0.2,0,1,5
t:5be0dc35cf02ea1198104fa42f5bc0262768a833,okay,ADJ,alright,0.7,1,1,7
t:5be0dc35cf02ea1198104fa42f5bc0262768a833,okay,ADJ,adequate,0.3,0,1,8
t:5be0dc35cf02ea1198104fa42f5bc0262768a833,okay,ADJ,tolerable,0.3,0,1,9
t:5be0dc35cf02ea1198104fa42f5bc0262768a833,okay,ADJ,convenient,0.1,0,1,10
t:5be0dc35cf02ea1198104fa42f5bc0262768a833,okay,ADJ,good,0.4,0,1,4
t:5be0dc35cf02ea1198104fa42f5bc0262768a833,okay,ADJ,middling,0.0,0,1,8
t:5be0dc35cf02ea1198104fa42f5bc0262768a833,okay,ADJ,satisfactory,0.3,0,1,12
t:5be0dc35cf02ea1198104fa42f5bc0262768a833,okay,ADJ,all right,0.6,1,0,9
t:5be0dc35cf02ea1198104fa42f5bc0262768a833,okay,ADJ,accurate,0.0,0,1,8
t:5be0dc35cf02ea1198104fa42f5bc0262768a833,okay,ADJ,ok,0.9,1,1,2
t:5be0dc35cf02ea1198104fa42f5bc0262768a833,okay,ADJ,in order,0.0,0,0,8
t:5be0dc35cf02ea1198104fa42f5bc0262768a833,okay,ADJ,fine,0.8,1,1,4
t:5be0dc35cf02ea1198104fa42f5bc0262768a833,okay,ADJ,fit,0.0,0,1,3
t:5be0dc35cf02ea1198104fa42f5bc0262768a833,okay,ADJ,not bad,0.0,0,0,7
t:5be0dc35cf02ea1198104fa42f5bc0262768a833,okay,ADJ,permitted,0.0,0,1,9
t:5be0dc35cf02ea1198104fa42f5bc0262768a833,okay,ADJ,surely,0.0,0,1,6
t:5be0dc35cf02ea1198104fa42f5bc0262768a833,okay,ADJ,so-so,0.0,0,1,5
t:5be0dc35cf02ea1198104fa42f5bc0262768a833,okay,ADJ,fair,0.2,0,1,4
t:5be0dc35cf02ea1198104fa42f5bc0262768a833,okay,ADJ,approved,0.1,0,1,8
t:5be0dc35cf02ea1198104fa42f5bc0262768a833,okay,ADJ,acceptable,0.2,0,1,10
t:5be0dc35cf02ea1198104fa42f5bc0262768a833,okay,ADJ,passable,0.2,0,1,8
t:5be0dc35cf02ea1198104fa42f5bc0262768a833,okay,ADJ,correct,0.1,0,1,7
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,withhold,0.0,0,1,8
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,overlook,0.0,0,1,8
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,frustrate,0.0,0,1,9
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,hold down,0.0,0,0,9
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,candle,0.0,0,1,6
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,note,0.0,0,1,4
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,hold back,0.0,0,0,9
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,hold in,0.0,0,0,7
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,arrest,0.0,0,1,6
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,search,0.5,1,1,6
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,suppress,0.0,0,1,8
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,snub,0.0,0,1,4
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,examine,0.4,0,1,7
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,retard,0.0,0,1,6
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,make sure,0.0,0,0,9
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,curb,0.0,0,1,4
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,play for time,0.0,0,0,13
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,repress,0.0,0,1,7
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,find out,0.0,0,0,8
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,stop,0.0,0,1,4
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,rein in,0.0,0,0,7
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,study,0.2,0,1,5
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,counteract,0.0,0,1,10
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,scour,0.0,0,1,5
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,scan,0.0,0,1,4
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,preclude,0.0,0,1,8
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,delay,0.0,0,1,5
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,inspect,0.3,0,1,7
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,enquire about,0.2,0,0,13
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,ascertain,0.2,0,1,9
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,scout out,0.3,0,0,9
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,review,0.0,0,1,6
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,checkmate,0.0,0,1,9
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,frisk,0.0,0,1,5
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,go through,0.4,0,0,10
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,slacken pace,0.0,0,0,12
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,squelch,0.0,0,1,7
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,take stock,0.0,0,0,10
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,obstruct,0.0,0,1,8
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,bridle,0.0,0,1,6
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,hold,0.0,0,1,4
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,compare,0.0,0,1,7
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,obviate,0.0,0,1,7
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,monitor,0.1,0,1,7
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,terminate,0.0,0,1,9
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,slow down,0.0,0,0,9
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,impede,0.0,0,1,6
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,pause,0.0,0,1,5
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,probe,0.0,0,1,5
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,keep back,0.0,0,0,9
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,verify,0.3,0,1,6
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,investigate,0.7,1,1,11
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,look over,0.4,0,0,9
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,repulse,0.0,0,1,7
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,circumvent,0.1,0,1,10
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,nip in the bud,0.0,0,0,14
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,look at,0.4,0,0,7
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,control,0.0,0,1,7
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,correct,0.0,0,1,7
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,restrain,0.0,0,1,8
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,interrupt,0.0,0,1,9
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,count,0.1,0,1,5
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,balance account,0.0,0,0,15
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,cut short,0.0,0,0,9
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,tame,0.0,0,1,4
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,limit,0.0,0,1,5
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,bit,0.0,0,1,3
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,audit,0.2,0,1,5
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,case,0.0,0,1,4
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,analyze,0.2,0,1,7
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,hinder,0.0,0,1,6
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,test,0.0,0,1,4
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,moderate,0.0,0,1,8
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,thwart,0.0,0,1,6
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,stay,0.0,0,1,4
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,confirm,0.1,0,1,7
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,constrain,0.0,0,1,9
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,eyeball,0.2,0,1,7
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,scrutinize,0.1,0,1,10
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,halt,0.1,0,1,4
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,reduce,0.0,0,1,6
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,prevent,0.0,0,1,7
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,look see,0.1,0,0,8
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,keep account,0.0,0,0,12
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,rebuff,0.0,0,1,6
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,bar,0.0,0,1,3
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,harness,0.0,0,1,7
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,discourage,0.0,0,1,10
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,quiz,0.0,0,1,4
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,try,0.7,1,1,3
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,bottleneck,0.0,0,1,10
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,explore,0.5,1,1,7
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,tell,0.0,0,1,4
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,prove,0.0,0,1,5
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,choke,0.0,0,1,5
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,neutralize,0.0,0,1,10
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,inhibit,0.0,0,1,7
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,foil,0.0,0,1,4
t:cf774d0147ad8bbc5e7cd247b3985f4a1d37a9b4,checking,VERB,baffle,0.0,0,1,6
t:e09c2e2667dc7d92002323cfd0f33536048c4998,call,VERB,bawl,0.0,0,1,4
t:e09c2e2667dc7d92002323cfd0f33536048c4998,call,VERB,scream,0.0,0,1,6
t:e09c2e2667dc7d92002323cfd0f33536048c4998,call,VERB,style,0.0,0,1,5
t:e09c2e2667dc7d92002323cfd0f33536048c4998,call,VERB,predict,0.0,0,1,7
t:e09c2e2667dc7d92002323cfd0f33536048c4998,call,VERB,foretell,0.0,0,1,8
t:e09c2e2667dc7d92002323cfd0f33536048c4998,call,VERB,baptize,0.0,0,1,7
t:e09c2e2667dc7d92002323cfd0f33536048c4998,call,VERB,rouse,0.0,0,1,5
t:e09c2e2667dc7d92002323cfd0f33536048c4998,call,VERB,yowl,0.0,0,1,4
t:e09c2e2667dc7d92002323cfd0f33536048c4998,call,VERB,ring up,0.3,0,0,7
t:e09c2e2667dc7d92002323cfd0f33536048c4998,call,VERB,prophesy,0.0,0,1,8
t:e09c2e2667dc7d92002323cfd0f33536048c4998,call,VERB,portend,0.0,0,1,7
t:e09c2e2667dc7d92002323cfd0f33536048c4998,call,VERB,sic,0.6,1,1,3
t:e09c2e2667dc7d92002323cfd0f33536048c4998,call,VERB,arrange meeting,0.1,0,0,15
t:e09c2e2667dc7d92002323cfd0f33536048c4998,call,VERB,dub,0.0,0,1,3
t:e09c2e2667dc7d92002323cfd0f33536048c4998,call,VERB,judge,0.0,0,1,5
t:e09c2e2667dc7d92002323cfd0f33536048c4998,call,VERB,whoop,0.0,0,1,5
t:e09c2e2667dc7d92002323cfd0f33536048c4998,call,VERB,vociferate,0.0,0,1,10
t:e09c2e2667dc7d92002323cfd0f33536048c4998,call,VERB,fall down,0.0,0,0,9
t:e09c2e2667dc7d92002323cfd0f33536048c4998,call,VERB,christen,0.0,0,1,8
t:e09c2e2667dc7d92002323cfd0f33536048c4998,call,VERB,roar,0.1,0,1,4
t:e09c2e2667dc7d92002323cfd0f33536048c4998,call,VERB,attempt to communicate by telephone,0.1,0,0,35
t:e09c2e2667dc7d92002323cfd0f33536048c4998,call,VERB,exclaim,0.1,0,1,7
t:e09c2e2667dc7d92002323cfd0f33536048c4998,call,VERB,adumbrate,0.0,0,1,9
t:e09c2e2667dc7d92002323cfd0f33536048c4998,call,VERB,put,0.3,0,1,3
t:e09c2e2667dc7d92002323cfd0f33536048c4998,call,VERB,set apart,0.0,0,0,9
t:e09c2e2667dc7d92002323cfd0f33536048c4998,call,VERB,label,0.0,0,1,5
t:e09c2e2667dc7d92002323cfd0f33536048c4998,call,VERB,drop in,0.1,0,0,7
t:e09c2e2667dc7d92002323cfd0f33536048c4998,call,VERB,convene,0.2,0,1,7
t:e09c2e2667dc7d92002323cfd0f33536048c4998,call,VERB,rally,0.6,1,1,5
t:e09c2e2667dc7d92002323cfd0f33536048c4998,call,VERB,make rough guess,0.0,0,0,16
t:e09c2e2667dc7d92002323cfd0f33536048c4998,call,VERB,telephone,0.3,0,1,9
t:e09c2e2667dc7d92002323cfd0f33536048c4998,call,VERB,look up,0.0,0,0,7
t:e09c2e2667dc7d92002323cfd0f33536048c4998,call,VERB,holler,0.2,0,1,6
t:e09c2e2667dc7d92002323cfd0f33536048c4998,call,VERB,elect,0.0,0,1,5
